epoch,lr-AdamW,step,train/loss_epoch,train/loss_step,val/loss,val/mae
,0.001,0,,,,
0,,19,,0.0491938553750515,,
0,,39,,0.05550743266940117,,
0,,45,,,0.04370679706335068,0.1068555936217308
0,,45,1.1415578126907349,,,
,0.001,46,,,,
1,,59,,0.04962970316410065,,
1,,79,,0.038140855729579926,,
1,,91,,,0.05064551532268524,0.10534641146659851
1,,91,0.046244148164987564,,,
,0.001,92,,,,
2,,99,,0.044337399303913116,,
2,,119,,0.03722759336233139,,
2,,137,,,0.05955660715699196,0.11307118833065033
2,,137,0.043318990617990494,,,
,0.001,138,,,,
3,,139,,0.04676874354481697,,
3,,159,,0.03941919654607773,,
3,,179,,0.04472386837005615,,
3,,183,,,0.040362149477005005,0.0939311757683754
3,,183,0.04193273186683655,,,
,0.001,184,,,,
4,,199,,0.041669055819511414,,
4,,219,,0.03913009539246559,,
4,,229,,,0.04057110846042633,0.09793765842914581
4,,229,0.04397531971335411,,,
,0.001,230,,,,
5,,239,,0.06250656396150589,,
5,,259,,0.046047210693359375,,
5,,275,,,0.03851975128054619,0.09923102706670761
5,,275,0.042419664561748505,,,
,0.001,276,,,,
6,,279,,0.04977013170719147,,
6,,299,,0.039510328322649,,
6,,319,,0.04104568436741829,,
6,,321,,,0.03639763221144676,0.10780742019414902
6,,321,0.040231622755527496,,,
,0.001,322,,,,
7,,339,,0.03781714290380478,,
7,,359,,0.02274486981332302,,
7,,367,,,0.04298178851604462,0.12284919619560242
7,,367,0.03583977743983269,,,
,0.001,368,,,,
8,,379,,0.040079597383737564,,
8,,399,,0.03697781637310982,,
8,,413,,,0.030951641499996185,0.08744139969348907
8,,413,0.03883196786046028,,,
,0.001,414,,,,
9,,419,,0.032693665474653244,,
9,,439,,0.02889581210911274,,
9,,459,,0.038305651396512985,,
9,,459,,,0.03089754283428192,0.09205657988786697
9,,459,0.03339236229658127,,,
,0.001,460,,,,
10,,479,,0.030160844326019287,,
10,,499,,0.029390307143330574,,
10,,505,,,0.030871642753481865,0.10247847437858582
10,,505,0.034868426620960236,,,
,0.001,506,,,,
11,,519,,0.028091050684452057,,
11,,539,,0.03438378497958183,,
11,,551,,,0.027372220531105995,0.09367814660072327
11,,551,0.03065311908721924,,,
,0.001,552,,,,
12,,559,,0.028787169605493546,,
12,,579,,0.0320049487054348,,
12,,597,,,0.03653835877776146,0.12092205882072449
12,,597,0.030192885547876358,,,
,0.001,598,,,,
13,,599,,0.02228206768631935,,
13,,619,,0.0259436946362257,,
13,,639,,0.02253742888569832,,
13,,643,,,0.02693488821387291,0.09940732270479202
13,,643,0.026298046112060547,,,
,0.001,644,,,,
14,,659,,0.021423477679491043,,
14,,679,,0.01858823373913765,,
14,,689,,,0.021444518119096756,0.07706690579652786
14,,689,0.02256636507809162,,,
,0.001,690,,,,
15,,699,,0.02238725870847702,,
15,,719,,0.040299706161022186,,
15,,735,,,0.03738046810030937,0.13863031566143036
15,,735,0.032042451202869415,,,
,0.001,736,,,,
16,,739,,0.025607261806726456,,
16,,759,,0.024141093716025352,,
16,,779,,0.022530054673552513,,
16,,781,,,0.021844565868377686,0.07658782601356506
16,,781,0.02798611670732498,,,
,0.001,782,,,,
17,,799,,0.01907777599990368,,
17,,819,,0.024018509313464165,,
17,,827,,,1.0163428783416748,0.9168315529823303
17,,827,0.022798918187618256,,,
,0.001,828,,,,
18,,839,,0.02013370953500271,,
18,,859,,0.020408587530255318,,
18,,873,,,0.015155051834881306,0.06632238626480103
18,,873,0.020480390638113022,,,
,0.001,874,,,,
19,,879,,0.013724783435463905,,
19,,899,,0.015819432213902473,,
19,,919,,0.013078488409519196,,
19,,919,,,0.11646421253681183,0.2546442449092865
19,,919,0.017524078488349915,,,
,0.001,920,,,,
20,,939,,0.02350921742618084,,
20,,959,,0.016644885763525963,,
20,,965,,,0.018404271453619003,0.08406677842140198
20,,965,0.01985159143805504,,,
,0.001,966,,,,
21,,979,,0.021209754049777985,,
21,,999,,0.013180283829569817,,
21,,1011,,,0.014426367357373238,0.0676514133810997
21,,1011,0.01797281764447689,,,
,0.001,1012,,,,
22,,1019,,0.011673913337290287,,
22,,1039,,0.012644856236875057,,
22,,1057,,,0.026715856045484543,0.10765355825424194
22,,1057,0.01629573293030262,,,
,0.001,1058,,,,
23,,1059,,0.01751790940761566,,
23,,1079,,0.011399790644645691,,
23,,1099,,0.015904897823929787,,
23,,1103,,,0.0120552908629179,0.05881151929497719
23,,1103,0.018261075019836426,,,
,0.001,1104,,,,
24,,1119,,0.011749598197638988,,
24,,1139,,0.010118248872458935,,
24,,1149,,,0.05877137556672096,0.18812842667102814
24,,1149,0.01435362920165062,,,
,0.001,1150,,,,
25,,1159,,0.008218699134886265,,
25,,1179,,0.011372029781341553,,
25,,1195,,,0.009964286349713802,0.05686835199594498
25,,1195,0.013360950164496899,,,
,0.001,1196,,,,
26,,1199,,0.007785472087562084,,
26,,1219,,0.011195237748324871,,
26,,1239,,0.015237309969961643,,
26,,1241,,,0.14462558925151825,0.2709144055843353
26,,1241,0.011068591848015785,,,
,0.001,1242,,,,
27,,1259,,0.008729598484933376,,
27,,1279,,0.008759094402194023,,
27,,1287,,,0.1675960123538971,0.34400221705436707
27,,1287,0.011939061805605888,,,
,0.001,1288,,,,
28,,1299,,0.011235477402806282,,
28,,1319,,0.38969218730926514,,
28,,1333,,,0.28728729486465454,0.4634513854980469
28,,1333,0.02034192904829979,,,
,0.001,1334,,,,
29,,1339,,0.014747724868357182,,
29,,1359,,0.010769452899694443,,
29,,1379,,0.008662034757435322,,
29,,1379,,,0.6586175560951233,0.7204499840736389
29,,1379,0.014644750393927097,,,
,0.001,1380,,,,
30,,1399,,0.009767289273440838,,
30,,1419,,0.010818026028573513,,
30,,1425,,,0.5446065068244934,0.6485246419906616
30,,1425,0.011266465298831463,,,
,0.001,1426,,,,
31,,1439,,0.00868708360940218,,
31,,1459,,0.00960091408342123,,
31,,1471,,,0.08077217638492584,0.23341889679431915
31,,1471,0.009311077184975147,,,
,0.0005,1472,,,,
32,,1479,,0.009619517251849174,,
32,,1499,,0.005874753929674625,,
32,,1517,,,0.01869370974600315,0.10408437997102737
32,,1517,0.009028117172420025,,,
,0.0005,1518,,,,
33,,1519,,0.009278278797864914,,
33,,1539,,0.006570220924913883,,
33,,1559,,0.00782455038279295,,
33,,1563,,,0.008569964207708836,0.05383666232228279
33,,1563,0.009084696881473064,,,
,0.0005,1564,,,,
34,,1579,,0.00602963799610734,,
34,,1599,,0.0070807537995278835,,
34,,1609,,,0.007258415687829256,0.04782787337899208
34,,1609,0.007261394523084164,,,
,0.0005,1610,,,,
35,,1619,,0.007037478499114513,,
35,,1639,,0.00906000193208456,,
35,,1655,,,0.07809265702962875,0.2287341058254242
35,,1655,0.007086401339620352,,,
,0.0005,1656,,,,
36,,1659,,0.00558063667267561,,
36,,1679,,0.008241284638643265,,
36,,1699,,0.007328460458666086,,
36,,1701,,,0.0063576181419193745,0.044787146151065826
36,,1701,0.008123614825308323,,,
,0.0005,1702,,,,
37,,1719,,0.006461193785071373,,
37,,1739,,0.0066564055159688,,
37,,1747,,,0.016599778085947037,0.0940467044711113
37,,1747,0.006584229879081249,,,
,0.0005,1748,,,,
38,,1759,,0.006721158511936665,,
38,,1779,,0.00565658463165164,,
38,,1793,,,0.09464845806360245,0.2549828588962555
38,,1793,0.006638630758970976,,,
,0.0005,1794,,,,
39,,1799,,0.00732775405049324,,
39,,1819,,0.0075406720861792564,,
39,,1839,,0.005189068615436554,,
39,,1839,,,0.00692362105473876,0.04666360095143318
39,,1839,0.006909081246703863,,,
,0.0005,1840,,,,
40,,1859,,0.0075913891196250916,,
40,,1879,,0.006918525323271751,,
40,,1885,,,0.030667006969451904,0.1340705156326294
40,,1885,0.007787976413965225,,,
,0.0005,1886,,,,
41,,1899,,0.005691103171557188,,
41,,1919,,0.005260385572910309,,
41,,1931,,,0.00785946473479271,0.047856688499450684
41,,1931,0.00608799047768116,,,
,0.0005,1932,,,,
42,,1939,,0.006773556116968393,,
42,,1959,,0.011937584728002548,,
42,,1977,,,0.012576463632285595,0.0712876096367836
42,,1977,0.009653322398662567,,,
,0.00025,1978,,,,
43,,1979,,0.009416884742677212,,
43,,1999,,0.005851461086422205,,
43,,2019,,0.0065063536167144775,,
43,,2023,,,0.006106114946305752,0.04329288378357887
43,,2023,0.007134433835744858,,,
,0.00025,2024,,,,
44,,2039,,0.006090601906180382,,
44,,2059,,0.006360596511512995,,
44,,2069,,,0.005805382039397955,0.04282733425498009
44,,2069,0.005903648678213358,,,
,0.00025,2070,,,,
45,,2079,,0.005551028531044722,,
45,,2099,,0.00571615481749177,,
45,,2115,,,0.0055206045508384705,0.04197044298052788
45,,2115,0.005593748763203621,,,
,0.00025,2116,,,,
46,,2119,,0.0056788502261042595,,
46,,2139,,0.005723017267882824,,
46,,2159,,0.005883496720343828,,
46,,2161,,,0.005718758329749107,0.04448164999485016
46,,2161,0.005302038975059986,,,
,0.00025,2162,,,,
47,,2179,,0.005636641755700111,,
47,,2199,,0.005233736243098974,,
47,,2207,,,0.018701160326600075,0.10599333047866821
47,,2207,0.0052054282277822495,,,
,0.00025,2208,,,,
48,,2219,,0.004746392834931612,,
48,,2239,,0.005288661457598209,,
48,,2253,,,0.006088973488658667,0.0476568229496479
48,,2253,0.005112361162900925,,,
,0.00025,2254,,,,
49,,2259,,0.004732876550406218,,
49,,2279,,0.005111187696456909,,
49,,2299,,0.004048580303788185,,
49,,2299,,,0.009721493348479271,0.07013514637947083
49,,2299,0.005036205518990755,,,
