epoch,lr-AdamW,step,train/loss_epoch,train/loss_step,val/loss,val/mae,val/mse
18,,839,,0.8835150003433228,,,
18,,859,,0.9696438908576965,,,
18,,873,,,0.9296136498451233,0.17908479273319244,0.07929500192403793
18,,873,0.9316467642784119,,,,
,0.001,874,,,,,
19,,879,,0.8875479698181152,,,
19,,899,,0.9388288855552673,,,
19,,919,,0.9101578593254089,,,
19,,919,,,0.8979084491729736,0.17371614277362823,0.07729387283325195
19,,919,0.8997107744216919,,,,
,0.001,920,,,,,
20,,939,,0.8582617044448853,,,
20,,959,,0.9116557836532593,,,
20,,965,,,0.8868235945701599,0.1681411862373352,0.07560564577579498
20,,965,0.89750075340271,,,,
,0.001,966,,,,,
21,,979,,0.8954432606697083,,,
21,,999,,0.8665374517440796,,,
21,,1011,,,0.8580113053321838,0.1763627976179123,0.07996498793363571
21,,1011,0.8883704543113708,,,,
,0.001,1012,,,,,
22,,1019,,0.938552975654602,,,
22,,1039,,0.8779189586639404,,,
22,,1057,,,0.8487462997436523,0.17100724577903748,0.07567457109689713
22,,1057,0.8655418157577515,,,,
,0.001,1058,,,,,
23,,1059,,0.9166563749313354,,,
23,,1079,,0.8221870064735413,,,
23,,1099,,0.8813587427139282,,,
23,,1103,,,0.8897435665130615,0.18016241490840912,0.08584833890199661
23,,1103,0.8520833253860474,,,,
,0.001,1104,,,,,
24,,1119,,0.938755214214325,,,
24,,1139,,0.8274680972099304,,,
24,,1149,,,0.839020311832428,0.18323326110839844,0.08370155841112137
24,,1149,0.8494088053703308,,,,
,0.001,1150,,,,,
25,,1159,,0.8850370645523071,,,
25,,1179,,0.8755709528923035,,,
25,,1195,,,0.8468034267425537,0.1865098923444748,0.08564291894435883
25,,1195,0.841885507106781,,,,
,0.001,1196,,,,,
26,,1199,,0.7779659628868103,,,
26,,1219,,0.8745189309120178,,,
26,,1239,,0.8571056723594666,,,
26,,1241,,,0.919561505317688,0.19193416833877563,0.09093882143497467
26,,1241,0.856661856174469,,,,
,0.001,1242,,,,,
27,,1259,,0.8373121619224548,,,
27,,1279,,0.8823622465133667,,,
27,,1287,,,0.8411200046539307,0.1745426058769226,0.07869387418031693
27,,1287,0.8477537631988525,,,,
,0.001,1288,,,,,
28,,1299,,0.8200984001159668,,,
28,,1319,,0.8432512879371643,,,
28,,1333,,,0.855535089969635,0.189961776137352,0.09031986445188522
28,,1333,0.8356853723526001,,,,
,0.001,1334,,,,,
29,,1339,,0.8231764435768127,,,
29,,1359,,0.854393720626831,,,
29,,1379,,0.7791503667831421,,,
29,,1379,,,0.8710644245147705,0.1887611299753189,0.08796081691980362
29,,1379,0.8252567052841187,,,,
,0.001,1380,,,,,
30,,1399,,0.7760517597198486,,,
30,,1419,,0.8010236024856567,,,
30,,1425,,,0.8097106218338013,0.1816331297159195,0.08377121388912201
30,,1425,0.8123813271522522,,,,
,0.001,1426,,,,,
31,,1439,,0.8174217343330383,,,
31,,1459,,0.8395862579345703,,,
31,,1471,,,0.8048564195632935,0.17987048625946045,0.0836661234498024
31,,1471,0.8272865414619446,,,,
,0.001,1472,,,,,
32,,1479,,0.854914665222168,,,
32,,1499,,0.8307590484619141,,,
32,,1517,,,0.7919492125511169,0.17870460450649261,0.08167771250009537
32,,1517,0.8098796606063843,,,,
,0.001,1518,,,,,
33,,1519,,0.8341211676597595,,,
33,,1539,,0.8320788145065308,,,
33,,1559,,0.8533962965011597,,,
33,,1563,,,0.8252246379852295,0.1808597892522812,0.08341989666223526
33,,1563,0.8135212659835815,,,,
,0.001,1564,,,,,
34,,1579,,0.8200826048851013,,,
34,,1599,,0.9273625016212463,,,
34,,1609,,,0.9025750756263733,0.17981339991092682,0.08398538827896118
34,,1609,0.8185905814170837,,,,
,0.001,1610,,,,,
35,,1619,,0.8022633790969849,,,
35,,1639,,0.7657554149627686,,,
35,,1655,,,0.8029503226280212,0.18237879872322083,0.08486197143793106
35,,1655,0.8120221495628357,,,,
,0.001,1656,,,,,
36,,1659,,0.8003745675086975,,,
36,,1679,,0.8060879111289978,,,
36,,1699,,0.7969671487808228,,,
36,,1701,,,0.8213165402412415,0.1805357038974762,0.08134722709655762
36,,1701,0.8132075071334839,,,,
,0.001,1702,,,,,
37,,1719,,0.8806931972503662,,,
37,,1739,,0.821403980255127,,,
37,,1747,,,0.8021893501281738,0.18388503789901733,0.08503127098083496
37,,1747,0.8191682696342468,,,,
,0.001,1748,,,,,
38,,1759,,0.7359097003936768,,,
38,,1779,,0.727442741394043,,,
38,,1793,,,0.8160324692726135,0.172572523355484,0.07692978531122208
38,,1793,0.7984247803688049,,,,
,0.0005,1794,,,,,
39,,1799,,0.77156662940979,,,
39,,1819,,0.7706586122512817,,,
39,,1839,,0.7701026797294617,,,
39,,1839,,,0.7996076345443726,0.17450588941574097,0.07968305051326752
39,,1839,0.786880373954773,,,,
,0.0005,1840,,,,,
40,,1859,,0.8178383708000183,,,
40,,1879,,0.8019083738327026,,,
40,,1885,,,0.8236473202705383,0.1711346060037613,0.07666701823472977
40,,1885,0.7784141898155212,,,,
,0.0005,1886,,,,,
41,,1899,,0.765464723110199,,,
41,,1919,,0.7925211191177368,,,
41,,1931,,,0.7871298789978027,0.18743212521076202,0.0882810726761818
41,,1931,0.7757458090782166,,,,
,0.0005,1932,,,,,
42,,1939,,0.7524672746658325,,,
42,,1959,,0.7595551013946533,,,
42,,1977,,,0.7798168063163757,0.18513822555541992,0.08554308861494064
42,,1977,0.7753699421882629,,,,
,0.0005,1978,,,,,
43,,1979,,0.7593955993652344,,,
43,,1999,,0.7832802534103394,,,
43,,2019,,0.7635994553565979,,,
43,,2023,,,0.7649891376495361,0.18252699077129364,0.08519160747528076
43,,2023,0.7681816220283508,,,,
,0.0005,2024,,,,,
44,,2039,,0.7757157683372498,,,
44,,2059,,0.7854251265525818,,,
44,,2069,,,0.7667896151542664,0.18848146498203278,0.08914991468191147
44,,2069,0.7742971777915955,,,,
,0.0005,2070,,,,,
45,,2079,,0.8644025921821594,,,
45,,2099,,0.8537333011627197,,,
45,,2115,,,0.7944436073303223,0.17479927837848663,0.07986051589250565
45,,2115,0.7761926651000977,,,,
,0.0005,2116,,,,,
46,,2119,,0.777215301990509,,,
46,,2139,,0.8058080673217773,,,
46,,2159,,0.8032312393188477,,,
46,,2161,,,0.764468789100647,0.18547776341438293,0.08701161295175552
46,,2161,0.7768351435661316,,,,
,0.0005,2162,,,,,
47,,2179,,0.806183934211731,,,
47,,2199,,0.8174993395805359,,,
47,,2207,,,0.7924104928970337,0.18160146474838257,0.08430203050374985
47,,2207,0.7750827670097351,,,,
,0.0005,2208,,,,,
48,,2219,,0.7301088571548462,,,
48,,2239,,0.7782918810844421,,,
48,,2253,,,0.7874355316162109,0.17817172408103943,0.08087389916181564
48,,2253,0.776799738407135,,,,
,0.0005,2254,,,,,
49,,2259,,0.8256986737251282,,,
49,,2279,,0.7335309386253357,,,
49,,2299,,0.7899575233459473,,,
49,,2299,,,0.7812801003456116,0.18510356545448303,0.08614008128643036
49,,2299,0.7721096873283386,,,,
