epoch,lr-AdamW,step,train/loss_step
,0.001,0,
0,,19,0.05964946001768112
0,,39,0.0539528913795948
0,,59,0.04140549153089523
0,,79,0.03233141824603081
0,,99,0.02647778019309044
0,,119,0.04398520290851593
0,,139,0.03299245983362198
0,,159,0.06478013843297958
