epoch,lr-AdamW,step,train/loss_epoch,train/loss_step,val/loss,val/mae,val/mse
38,,1793,,,0.5327261090278625,0.04266877844929695,0.007237407844513655
38,,1793,0.5142385959625244,,,,
,0.001,1794,,,,,
39,,1799,,0.49710944294929504,,,
39,,1819,,0.5236178636550903,,,
39,,1839,,0.4734439253807068,,,
39,,1839,,,0.5240700244903564,0.043351832777261734,0.007584528066217899
39,,1839,0.5221225619316101,,,,
,0.001,1840,,,,,
40,,1859,,0.579805314540863,,,
40,,1879,,0.5343925952911377,,,
40,,1885,,,0.5369783639907837,0.042974479496479034,0.007196429185569286
40,,1885,0.5075505971908569,,,,
,0.001,1886,,,,,
41,,1899,,0.5223491787910461,,,
41,,1919,,0.5208278298377991,,,
41,,1931,,,0.47475582361221313,0.03767624869942665,0.006406174972653389
41,,1931,0.5065600275993347,,,,
,0.001,1932,,,,,
42,,1939,,0.4777486026287079,,,
42,,1959,,0.49867507815361023,,,
42,,1977,,,0.4704824388027191,0.03962184488773346,0.007030121050775051
42,,1977,0.5093616247177124,,,,
,0.001,1978,,,,,
43,,1979,,0.4852053225040436,,,
43,,1999,,0.4708634614944458,,,
43,,2019,,0.4813052713871002,,,
43,,2023,,,0.48424726724624634,0.03658871352672577,0.00563583429902792
43,,2023,0.4976639747619629,,,,
,0.001,2024,,,,,
44,,2039,,0.4632808268070221,,,
44,,2059,,0.5198013186454773,,,
44,,2069,,,0.5269230604171753,0.04076763242483139,0.0071044364012777805
44,,2069,0.5186080932617188,,,,
,0.001,2070,,,,,
45,,2079,,0.5152986645698547,,,
45,,2099,,0.7127702236175537,,,
45,,2115,,,0.5178563594818115,0.041040509939193726,0.00634009251371026
45,,2115,0.5113072395324707,,,,
,0.001,2116,,,,,
46,,2119,,0.5384722948074341,,,
46,,2139,,0.5082833170890808,,,
46,,2159,,0.4529673755168915,,,
46,,2161,,,0.49556422233581543,0.03813403099775314,0.006030007731169462
46,,2161,0.5063109397888184,,,,
,0.001,2162,,,,,
47,,2179,,0.531255841255188,,,
47,,2199,,0.47903040051460266,,,
47,,2207,,,0.47632932662963867,0.036599282175302505,0.005400650668889284
47,,2207,0.4895355999469757,,,,
,0.001,2208,,,,,
48,,2219,,0.41468632221221924,,,
48,,2239,,0.4728917181491852,,,
48,,2253,,,0.4898681938648224,0.036426544189453125,0.005371016450226307
48,,2253,0.4779558479785919,,,,
,0.0005,2254,,,,,
49,,2259,,0.4592835307121277,,,
49,,2279,,0.4031175673007965,,,
49,,2299,,0.452438622713089,,,
49,,2299,,,0.4325980544090271,0.03239377215504646,0.004328480921685696
49,,2299,0.44765573740005493,,,,
