epoch,lr-AdamW,step,train/loss_epoch,train/loss_step,val/loss,val/mae
18,,859,,0.01126303430646658,,
18,,873,,,0.010257812216877937,0.05352252349257469
18,,873,0.01264131162315607,,,
,0.001,874,,,,
19,,879,,0.011277471669018269,,
19,,899,,0.012855499051511288,,
19,,919,,0.010098001919686794,,
19,,919,,,0.010388405993580818,0.054334111511707306
19,,919,0.011096686124801636,,,
,0.001,920,,,,
20,,939,,0.00850509200245142,,
20,,959,,0.013720548711717129,,
20,,965,,,0.010380865074694157,0.05435355752706528
20,,965,0.011198323220014572,,,
,0.001,966,,,,
21,,979,,0.009825632907450199,,
21,,999,,0.01206468790769577,,
21,,1011,,,0.009895620867609978,0.05187895521521568
21,,1011,0.013374609872698784,,,
,0.001,1012,,,,
22,,1019,,0.00787433609366417,,
22,,1039,,0.008075901307165623,,
22,,1057,,,0.010208666324615479,0.05487409606575966
22,,1057,0.009919008240103722,,,
,0.001,1058,,,,
23,,1059,,0.010300393216311932,,
23,,1079,,0.00792719703167677,,
23,,1099,,0.006406986620277166,,
23,,1103,,,0.009548979811370373,0.051261551678180695
23,,1103,0.009519996121525764,,,
,0.001,1104,,,,
24,,1119,,0.009741738438606262,,
24,,1139,,0.009491216391324997,,
24,,1149,,,0.009087461046874523,0.050803449004888535
24,,1149,0.00900642666965723,,,
,0.001,1150,,,,
25,,1159,,0.014043242670595646,,
25,,1179,,0.012096453458070755,,
25,,1195,,,0.011678194627165794,0.05498063564300537
25,,1195,0.010846653953194618,,,
,0.001,1196,,,,
26,,1199,,0.012370494194328785,,
26,,1219,,0.010563965886831284,,
26,,1239,,0.007084994111210108,,
26,,1241,,,0.00900840014219284,0.05108904093503952
26,,1241,0.01191896852105856,,,
,0.001,1242,,,,
27,,1259,,0.011358384042978287,,
27,,1279,,0.007367191836237907,,
27,,1287,,,0.007706414442509413,0.047610919922590256
27,,1287,0.00911781657487154,,,
,0.001,1288,,,,
28,,1299,,0.007935029454529285,,
28,,1319,,0.008568604476749897,,
28,,1333,,,0.007852773182094097,0.04836871474981308
28,,1333,0.00874948687851429,,,
,0.001,1334,,,,
29,,1339,,0.0072807674296200275,,
29,,1359,,0.006282498594373465,,
29,,1379,,0.009478442370891571,,
29,,1379,,,0.010288158431649208,0.054238542914390564
29,,1379,0.007859664969146252,,,
,0.001,1380,,,,
30,,1399,,0.009368553757667542,,
30,,1419,,0.007303961087018251,,
30,,1425,,,0.0073923892341554165,0.04656338319182396
30,,1425,0.011725706979632378,,,
,0.001,1426,,,,
31,,1439,,0.008839135058224201,,
31,,1459,,0.005593536421656609,,
31,,1471,,,0.006971609313040972,0.04566491022706032
31,,1471,0.008189383894205093,,,
,0.001,1472,,,,
32,,1479,,0.006707524880766869,,
32,,1499,,0.006295228376984596,,
32,,1517,,,0.006835282780230045,0.04488939046859741
32,,1517,0.007838294841349125,,,
,0.001,1518,,,,
33,,1519,,0.006446026265621185,,
33,,1539,,0.009403281845152378,,
33,,1559,,0.006977856159210205,,
33,,1563,,,0.007047499995678663,0.046495646238327026
33,,1563,0.007418484892696142,,,
,0.001,1564,,,,
34,,1579,,0.0069253151305019855,,
34,,1599,,0.006074625067412853,,
34,,1609,,,0.008073335513472557,0.050634462386369705
34,,1609,0.007339012809097767,,,
,0.001,1610,,,,
35,,1619,,0.009425674565136433,,
35,,1639,,0.00923185981810093,,
35,,1655,,,0.007004479877650738,0.04516397789120674
35,,1655,0.008915837854146957,,,
,0.001,1656,,,,
36,,1659,,0.0062158298678696156,,
36,,1679,,0.006664161570370197,,
36,,1699,,0.007649474777281284,,
36,,1701,,,0.008247166872024536,0.0527895912528038
36,,1701,0.008497915230691433,,,
,0.001,1702,,,,
37,,1719,,0.007137852255254984,,
37,,1739,,0.005324699450284243,,
37,,1747,,,0.006255244370549917,0.04338103532791138
37,,1747,0.007434616331011057,,,
,0.001,1748,,,,
38,,1759,,0.006555086467415094,,
38,,1779,,0.005716442130506039,,
38,,1793,,,0.005986375734210014,0.04172595962882042
38,,1793,0.00676769157871604,,,
,0.001,1794,,,,
39,,1799,,0.010548075661063194,,
39,,1819,,0.0063038170337677,,
39,,1839,,0.005073558539152145,,
39,,1839,,,0.005668628495186567,0.041096195578575134
39,,1839,0.006221300922334194,,,
,0.001,1840,,,,
40,,1859,,0.005156750790774822,,
40,,1879,,0.006672698073089123,,
40,,1885,,,0.006658228579908609,0.04321112111210823
40,,1885,0.006386500783264637,,,
,0.001,1886,,,,
41,,1899,,0.007049219217151403,,
41,,1919,,0.005284584127366543,,
41,,1931,,,0.005855774041265249,0.04137841612100601
41,,1931,0.007188608404248953,,,
,0.001,1932,,,,
42,,1939,,0.005313338246196508,,
42,,1959,,0.006358408369123936,,
42,,1977,,,0.005771178752183914,0.04160703346133232
42,,1977,0.0064807794988155365,,,
,0.001,1978,,,,
43,,1979,,0.005989488679915667,,
43,,1999,,0.006746339146047831,,
43,,2019,,0.004753021989017725,,
43,,2023,,,0.005398295354098082,0.040276434272527695
43,,2023,0.006207035854458809,,,
,0.001,2024,,,,
44,,2039,,0.005170314572751522,,
44,,2059,,0.007133518811315298,,
44,,2069,,,0.006479235831648111,0.04513882100582123
44,,2069,0.006910466589033604,,,
,0.001,2070,,,,
45,,2079,,0.0062340497970581055,,
45,,2099,,0.006891267374157906,,
45,,2115,,,0.005694969557225704,0.04106542095541954
45,,2115,0.00801470410078764,,,
,0.001,2116,,,,
46,,2119,,0.004383989609777927,,
46,,2139,,0.006694796495139599,,
46,,2159,,0.00594461802393198,,
46,,2161,,,0.005312075838446617,0.04045041278004646
46,,2161,0.00625778129324317,,,
,0.001,2162,,,,
47,,2179,,0.00501803494989872,,
47,,2199,,0.006700219586491585,,
47,,2207,,,0.005684241186827421,0.04149498790502548
47,,2207,0.00580107606947422,,,
,0.001,2208,,,,
48,,2219,,0.0067172604613006115,,
48,,2239,,0.00454001734033227,,
48,,2253,,,0.005508542060852051,0.04188749939203262
48,,2253,0.005495001561939716,,,
,0.001,2254,,,,
49,,2259,,0.008248220197856426,,
49,,2279,,0.009047377854585648,,
49,,2299,,0.005633750930428505,,
49,,2299,,,0.005487813614308834,0.03974051773548126
49,,2299,0.005858081392943859,,,
