epoch,lr-AdamW,step,train/loss_epoch,train/loss_step,val/loss,val/mae
,0.001,1150,,,,
25,,1159,,0.012228494510054588,,
25,,1179,,0.0103144571185112,,
25,,1195,,,0.0189022459089756,0.07913164049386978
25,,1195,0.012995772995054722,,,
,0.001,1196,,,,
26,,1199,,0.010079299099743366,,
26,,1219,,0.014221947640180588,,
26,,1239,,0.010857886634767056,,
26,,1241,,,0.012215521186590195,0.06034070998430252
26,,1241,0.012784339487552643,,,
,0.001,1242,,,,
27,,1259,,0.014467216096818447,,
27,,1279,,0.00957772321999073,,
27,,1287,,,0.010847877711057663,0.057814743369817734
27,,1287,0.013264680281281471,,,
,0.001,1288,,,,
28,,1299,,0.011848252266645432,,
28,,1319,,0.012137549929320812,,
28,,1333,,,0.011185448616743088,0.06197157874703407
28,,1333,0.010699992999434471,,,
,0.001,1334,,,,
29,,1339,,0.010330871678888798,,
29,,1359,,0.011862115003168583,,
29,,1379,,0.007988677360117435,,
29,,1379,,,0.011400380171835423,0.0613052099943161
29,,1379,0.010625048540532589,,,
,0.001,1380,,,,
30,,1399,,0.00941833108663559,,
30,,1419,,0.008910090662539005,,
30,,1425,,,0.009060289710760117,0.05493910238146782
30,,1425,0.01031897310167551,,,
,0.001,1426,,,,
31,,1439,,0.012645442970097065,,
31,,1459,,0.010327656753361225,,
31,,1471,,,0.008745716884732246,0.052838440984487534
31,,1471,0.010065882466733456,,,
,0.001,1472,,,,
32,,1479,,0.010097799822688103,,
32,,1499,,0.010116102173924446,,
32,,1517,,,0.009961962699890137,0.05894717201590538
32,,1517,0.009686778299510479,,,
,0.001,1518,,,,
33,,1519,,0.023759892210364342,,
33,,1539,,0.009680545888841152,,
33,,1559,,0.008138038218021393,,
33,,1563,,,0.01979799196124077,0.09628194570541382
33,,1563,0.010793411172926426,,,
,0.001,1564,,,,
34,,1579,,0.009394875727593899,,
34,,1599,,0.010089422576129436,,
34,,1609,,,0.010007861070334911,0.05733422189950943
34,,1609,0.009955416433513165,,,
,0.001,1610,,,,
35,,1619,,0.008622027933597565,,
35,,1639,,0.010606121271848679,,
35,,1655,,,0.018054157495498657,0.09363800287246704
35,,1655,0.009500407613813877,,,
,0.001,1656,,,,
36,,1659,,0.008100169710814953,,
36,,1679,,0.014658438041806221,,
36,,1699,,0.00870598666369915,,
36,,1701,,,0.009318143129348755,0.054258618503808975
36,,1701,0.012222168035805225,,,
,0.001,1702,,,,
37,,1719,,0.006651199888437986,,
37,,1739,,0.007756172679364681,,
37,,1747,,,0.01009086612612009,0.05970976501703262
37,,1747,0.008079025894403458,,,
,0.0005,1748,,,,
38,,1759,,0.006949975620955229,,
38,,1779,,0.006938656326383352,,
38,,1793,,,0.007267766632139683,0.04868832230567932
38,,1793,0.007492842618376017,,,
,0.0005,1794,,,,
39,,1799,,0.0061783562414348125,,
39,,1819,,0.0061067552305758,,
39,,1839,,0.007603920064866543,,
39,,1839,,,0.0070186699740588665,0.04849318042397499
39,,1839,0.007094741333276033,,,
,0.0005,1840,,,,
40,,1859,,0.008290174417197704,,
40,,1879,,0.005627485457807779,,
40,,1885,,,0.006952383555471897,0.04779984802007675
40,,1885,0.007024014834314585,,,
,0.0005,1886,,,,
41,,1899,,0.006938784383237362,,
41,,1919,,0.007082963362336159,,
41,,1931,,,0.006735901348292828,0.047835104167461395
41,,1931,0.007054159417748451,,,
,0.0005,1932,,,,
42,,1939,,0.007010212633758783,,
42,,1959,,0.0064626457169651985,,
42,,1977,,,0.007764395326375961,0.05149025842547417
42,,1977,0.006857514847069979,,,
,0.0005,1978,,,,
43,,1979,,0.00750309880822897,,
43,,1999,,0.00789492204785347,,
43,,2019,,0.005958725232630968,,
43,,2023,,,0.007057869341224432,0.04911673069000244
43,,2023,0.007382688578218222,,,
,0.0005,2024,,,,
44,,2039,,0.006940450984984636,,
44,,2059,,0.0064894226379692554,,
44,,2069,,,0.006967374589294195,0.04789469763636589
44,,2069,0.007006546016782522,,,
,0.0005,2070,,,,
45,,2079,,0.007365763653069735,,
45,,2099,,0.00712733156979084,,
45,,2115,,,0.006728617008775473,0.046779271215200424
45,,2115,0.007453621830791235,,,
,0.0005,2116,,,,
46,,2119,,0.005707755219191313,,
46,,2139,,0.007487321272492409,,
46,,2159,,0.0075645423494279385,,
46,,2161,,,0.007504268549382687,0.0489441342651844
46,,2161,0.007062683347612619,,,
,0.0005,2162,,,,
47,,2179,,0.006362334359437227,,
47,,2199,,0.006300080567598343,,
47,,2207,,,0.006650053896009922,0.04698033630847931
47,,2207,0.006895341444760561,,,
,0.0005,2208,,,,
48,,2219,,0.008177239447832108,,
48,,2239,,0.006397897377610207,,
48,,2253,,,0.00833067949861288,0.052059613168239594
48,,2253,0.0065598743967711926,,,
,0.0005,2254,,,,
49,,2259,,0.005504918750375509,,
49,,2279,,0.006276444066315889,,
49,,2299,,0.005067186895757914,,
49,,2299,,,0.0063037630170583725,0.045397937297821045
49,,2299,0.006673186086118221,,,
